id_partido,liga,fecha_hora,local,visitante,xg_local,xg_visit,xg_total,diff_xg,senal_ah0,confianza_ah0,senal_ou25,confianza_ou25,xcorner_local,xcorner_visitante,xcorner_total,senal_corners,confianza_corners,resultado,resultado_ah0,resultado_ou25,resultado_corners,marcador_final,fecha_actualizacion,fecha_partido,hora_partido
12719215309456846604,MUNDIAL,2026-06-05T19:18:58.158321,Portugal,Congo DR,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-17,17:00
4491194972922522155,MUNDIAL,2026-06-05T19:18:58.158321,England,Croatia,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-17,20:00
4248355459043408685,MUNDIAL,2026-06-05T19:18:58.158321,Ghana,Panama,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-17,23:00
4468408196695582644,MUNDIAL,2026-06-05T19:18:58.158321,Uzbekistan,Colombia,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-18,02:00
17209289589005444629,MUNDIAL,2026-06-05T19:18:58.158321,Czechia,South Africa,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-18,16:00
898594474588974460,MUNDIAL,2026-06-05T19:18:58.158321,Switzerland,Bosnia-Herzegovina,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-18,19:00
1858044814258843769,MUNDIAL,2026-06-05T19:18:58.158321,Canada,Qatar,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-18,22:00
7481590685965768200,MUNDIAL,2026-06-05T19:18:58.158321,Mexico,South Korea,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-19,01:00
17282420748263807453,MUNDIAL,2026-06-05T19:18:58.158321,United States,Australia,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-19,19:00
5819530615092923043,MUNDIAL,2026-06-05T19:18:58.158321,Scotland,Morocco,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-19,22:00
9120015086783221649,MUNDIAL,2026-06-05T19:18:58.158321,Brazil,Haiti,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-20,00:30
9078178413245551002,MUNDIAL,2026-06-05T19:18:58.158321,Türkiye,Paraguay,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-20,03:00
3952422767347430087,MUNDIAL,2026-06-05T19:18:58.158321,Netherlands,Sweden,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-20,17:00
4277786747363918121,MUNDIAL,2026-06-05T19:18:58.158321,Germany,Ivory Coast,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-20,20:00
3130953257776534244,MUNDIAL,2026-06-05T19:18:58.158321,Ecuador,Curaçao,0.35,0.1,0.45,0.25,NO_APOSTAR,BAJA,Under 2.5,ALTA,0.0,0.0,0.0,NO_APOSTAR,BAJA,pendiente,pendiente,pendiente,no_apostar,,2026-06-05T19:28:34.794230,2026-06-21,00:00
5140838331256029551,MUNDIAL,2026-06-05T19:28:47.237718,Mexico,South Africa,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-11,19:00
8918748471286121501,MUNDIAL,2026-06-05T19:28:47.237718,South Korea,Czechia,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-12,02:00
18148213342546973659,MUNDIAL,2026-06-05T19:28:47.237718,Canada,Bosnia-Herzegovina,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-12,19:00
12782195113673287433,MUNDIAL,2026-06-05T19:28:47.237718,United States,Paraguay,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-13,01:00
6448743273200353908,MUNDIAL,2026-06-05T19:28:47.237718,Qatar,Switzerland,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-13,19:00
14900019064495537612,MUNDIAL,2026-06-05T19:28:47.237718,Brazil,Morocco,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-13,22:00
8428284172463348947,MUNDIAL,2026-06-05T19:28:47.237718,Haiti,Scotland,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-14,01:00
11784227106046974899,MUNDIAL,2026-06-05T19:28:47.237718,Australia,Türkiye,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-14,04:00
13837949563217390153,MUNDIAL,2026-06-05T19:28:47.237718,Germany,Curaçao,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-14,17:00
9482498289542478492,MUNDIAL,2026-06-05T19:28:47.237718,Netherlands,Japan,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-14,20:00
9334322810156973611,MUNDIAL,2026-06-05T19:28:47.237718,Ivory Coast,Ecuador,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-14,23:00
8466268238104420849,MUNDIAL,2026-06-05T19:28:47.237718,Sweden,Tunisia,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-15,02:00
7394512470988345462,MUNDIAL,2026-06-05T19:28:47.237718,Spain,Cape Verde,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-15,16:00
937512089804624175,MUNDIAL,2026-06-05T19:28:47.237718,Belgium,Egypt,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-15,19:00
13494655352058850212,MUNDIAL,2026-06-05T19:28:47.237718,Saudi Arabia,Uruguay,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-15,22:00
17516964952615194337,MUNDIAL,2026-06-05T19:28:47.237718,Iran,New Zealand,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-16,01:00
3434397816579040720,MUNDIAL,2026-06-05T19:28:47.237718,France,Senegal,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-16,19:00
778294423830816391,MUNDIAL,2026-06-05T19:28:47.237718,Iraq,Norway,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-16,22:00
1910700429847776535,MUNDIAL,2026-06-05T19:28:47.237718,Argentina,Algeria,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-17,01:00
329094686647786936,MUNDIAL,2026-06-05T19:28:47.237718,Austria,Jordan,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-17,04:00
957327462762558492,MUNDIAL,2026-06-05T19:28:47.237718,Portugal,Congo DR,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-17,17:00
10636775725735173790,MUNDIAL,2026-06-05T19:28:47.237718,England,Croatia,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-17,20:00
16335546444301717192,MUNDIAL,2026-06-05T19:28:47.237718,Ghana,Panama,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-17,23:00
16228408283139013422,MUNDIAL,2026-06-05T19:28:47.237718,Uzbekistan,Colombia,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-18,02:00
225062138541082315,MUNDIAL,2026-06-05T19:28:47.237718,Czechia,South Africa,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-18,16:00
1839506352319610449,MUNDIAL,2026-06-05T19:28:47.237718,Switzerland,Bosnia-Herzegovina,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-18,19:00
11517596368715426364,MUNDIAL,2026-06-05T19:28:47.237718,Canada,Qatar,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-18,22:00
8790009415501385448,MUNDIAL,2026-06-05T19:28:47.237718,Mexico,South Korea,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-19,01:00
16146807238186448155,MUNDIAL,2026-06-05T19:28:47.237718,United States,Australia,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-19,19:00
3286813840903346286,MUNDIAL,2026-06-05T19:28:47.237718,Scotland,Morocco,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-19,22:00
14338328398336320549,MUNDIAL,2026-06-05T19:28:47.237718,Brazil,Haiti,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-20,00:30
1733224280357127435,MUNDIAL,2026-06-05T19:28:47.237718,Türkiye,Paraguay,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-20,03:00
14912475289314398492,MUNDIAL,2026-06-05T19:28:47.237718,Netherlands,Sweden,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-20,17:00
11426648169589114741,MUNDIAL,2026-06-05T19:28:47.237718,Germany,Ivory Coast,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-20,20:00
6698153050980846156,MUNDIAL,2026-06-05T19:28:47.237718,Ecuador,Curaçao,0.0,0.0,0.0,0.0,NO_APOSTAR,BAJA,NO_APOSTAR,BAJA,,,,,,pendiente,pendiente,pendiente,no_apostar,0-0,2026-06-05T19:28:47.237718,2026-06-21,00:00
